id,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax,province,Median_Price
AVweNUVxkufWRAb5A76K,5057 E McKellips Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Mesa,US,us/az/mesa/5057emckellipsrd/1994080069,33.451853,-111.721665,,25.49,25.49,,Party Cheese Pizza,Venezia's Pizzeria,85215,0,25,AZ,23.0
AWEKZQYv3-Khe5l_ekMu,215 Main Street,"Restaurant,Pizza Place",Accommodation & Food Services,Auburn,US,us/in/auburn/215mainstreet/311575961,41.366126,-85.05581,,7.99,7.99,,Gourmet Meat Pizza (Small),Pizza Forum,46706,0,25,IN,8.49
AVwdr_Tt_7pvs4fz8Wip,70 N Vail Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Arlington Heights,US,us/il/arlingtonheights/70nvailave/381376214,42.083411,-87.984153,,14.0,14.0,,Pizza Di Gio,Armand's Pizzeria,60005,25,40,IL,13.5
AVzBAFlcLD2H7whiWJMo,12010 Biscayne Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Miami,US,us/fl/miami/12010biscayneblvd/-1640196728,25.886964,-80.164475,,10.75,10.75,,Pizza,Steve's Pizza,33181,0,25,FL,11.5
AVzA2N-aFcQ3k02bBYBJ,26111 Bouquet Canyon Rd,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Santa Clarita,US,us/ca/santaclarita/26111bouquetcanyonrd/520736110,34.41796,-118.54186,http://www.singlepage.com/numero-uno-pizza-31,12.0,12.0,,Make Your Own New York Style Thin Crust Pizza,Numero Uno Pizza,91350,0,25,CA,8.05
AVwc4RpekufWRAb5z_Gj,2702 E Cesar Chavez St,"Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,us/tx/austin/2702ecesarchavezst/-98352075,30.253574,-97.713899,,6.99,6.99,Limit 2 additional toppings extra Not valid with any other discount or special Monday,Medium Cheese Pizza,Southside Flying Pizza,78702,0,25,TX,6.49
AVwdi0qdIN2L1WUfw24j,15745 N Hayden Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Scottsdale,US,us/az/scottsdale/15745nhaydenrd/-1589891696,33.628825,-111.893848,,15.99,15.99,"Mozzarella and cheddar, chorizo, red onion and jalapenos.",Pizza Mexicana,Peter Piper Pizza,85260,0,25,AZ,15.99
AVwd1DkkByjofQCxs3tZ,92 W Market St,"Restaurant,Pizza Place",Accommodation & Food Services,Corning,US,us/ny/corning/92wmarketst/2135367320,42.143876,-77.058249,,16.67,16.67,Two pizza crusts put together and stuffed with your choice of three fillingsampcomma sauceampcomma spicesampcomma and mozzarella,Stuffed Pizza,Rico's Pizza,14830,0,25,NY,16.67
AV0Y4BC53D1zeR_xD0SU,8470 Us Highway 42,"Restaurant,Pizza Place",Accommodation & Food Services,Florence,US,us/ky/florence/8470ushighway42/-619797122,38.977811,-84.657631,,5.99,5.99,,Stuff Your Own Pizza,Mio's Pizzeria,41042,0,25,KY,6.49
AV0Y4ASmFcQ3k02bEN55,6930 Madisonville Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Cincinnati,US,us/oh/cincinnati/6930madisonvillerd/-619797122,39.145886,-84.37496,,6.49,6.49,a saucelessampcomma double cheese pizza with a garlic accentampcomma served with tomatoes on a sesame seed crust,Pizza Blanca,Mio's Pizzeria,45227,0,25,OH,6.24
AVwdhNTjIN2L1WUfwnHj,4615 Park Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,San Diego,US,us/ca/sandiego/4615parkblvd/-531464007,32.7613,-117.146164,,10.25,10.25,Smoked baconampcomma pineappleampcomma jalapenoampcomma scallion and cilantro,Aloha Pizza,Red House Pizza,92116,25,40,CA,10.375
AVwdgM5VkufWRAb56iPS,1862 Divisadero St,"Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,San Francisco,US,us/ca/sanfrancisco/1862divisaderost/2079784742,37.787031,-122.439986,,22.0,22.0,,Cheese Pizza,Presidio Pizza Company,94115,25,40,CA,28.0
AVwd2nLRByjofQCxtFGa,764 Pittsburg Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Wooster,US,us/oh/wooster/764pittsburgave/1622580668,40.798268,-81.929262,,11.75,11.75,,2 Item Pizza,Coccia House,44691,0,25,OH,11.75
AVwcyre-IN2L1WUfo72u,1099 Ole Berry Dr,"Restaurant,Art Gallery,Pizza Place,Pizza Place and Art Gallery",Accommodation & Food Services,Abingdon,US,us/va/abingdon/1099oleberrydr/-1396769706,36.695998,-82.008617,,14.7,14.7,,Veggie Pizza,Moon Dog Brick Oven,24210,0,25,VA,8.95
AVzBHk8z-gnIPe8DSkDW,5996 Stetson Hills Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/5996stetsonhillsblvd/-1000069789,38.913371,-104.716324,http://www.citysearch.com/profile/menu/619856220?singlePlatformId=louies-pizza-24,5.68,5.68,With pepperoni ham mushrooms mozzarella cheese and pizza sauce Approximately 6ampquot sub,Pizza Sub Deluxe,Louies Pizza,80923,0,25,CO,14.19
AVwdTdPG_7pvs4fz4d6k,1524 Church St,"Restaurant,Pizza Place",Accommodation & Food Services,Decatur,US,us/ga/decatur/1524churchst/-66712705,33.791834,-84.285924,,5.0,5.0,4 jumbo rolls stuffed with allnatural pepperoni and cheese,Stuffed Pizza Rolls,Pizza Hut,30030,0,25,GA,5.0
AVwecratkufWRAb5DAo8,1301 E Robinson Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Springdale,US,us/ar/springdale/1301erobinsonave/447756399,36.167017,-94.122206,,0.0,0.0,serves 23ampcomma sauce choices  southwestern ranchampcomma picanteampcomma four cheeses and two topping choices baked between two golden crusts,Quesapizza,Mazzio's Pizza,72764,0,25,AR,0.0
AV1tgL36IxWefVJwg7eN,511 SE Washington Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Bartlesville,US,us/ok/bartlesville/511sewashingtonblvd/447756399,36.749304,-95.935558,,0.0,0.0,pepperoniampcomma green peppersampcomma onionsampcomma tomatoesampcomma fresh mushroomsampcomma black olives and four cheeses,Lucky 7 Pizza,Mazzio's Pizza,74006,0,25,OK,0.0
AVwcmnTkByjofQCxgIdD,2014 Cerrillos Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Fe,US,us/nm/santafe/2014cerrillosrd/-857027047,35.661659,-105.978953,,7.75,7.75,,Pizza,Dion's Pizza,87505,0,25,NM,7.75
AVwd-wUyByjofQCxuN8b,21001 N Tatum Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Phoenix,US,us/az/phoenix/21001ntatumblvd/-1756597241,33.676822,-111.977316,,16.0,16.0,,Mushroom Pizza,Slices Pizza,85050,0,25,AZ,16.0
AVweJKw7IN2L1WUf2XME,40 E Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Smithtown,US,us/ny/smithtown/40emainst/135340573,40.855399,-73.19282,,14.95,14.95,fresh broccoli sauteed with garlic ampamp italian spices,Broccoli Pizza,Mannino's,11787,0,25,NY,20.95
AVwcq-e1kufWRAb5xw-0,6000 Glades Rd,"Restaurant,American Restaurant,Pizza Place and American Restaurant,Pizza Place",Accommodation & Food Services,Boca Raton,US,us/fl/bocaraton/6000gladesrd/-220003116,26.368129,-80.134717,,14.29,14.29,"Created here in 1985. Our legendary BBQ sauce, smoked Gouda, red onions and cilantro transform this original to iconic.",The Original Bbq Chicken Pizza,California Pizza Kitchen,33431,25,40,FL,13.99
AVzA3vkKFcQ3k02bBYsQ,62 W 48th St,"Pizza,Restaurant,Breakfast & Brunch,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/62w48thst/-1790402452,40.758351,-73.980611,,26.75,26.75,Round 18ampquot Choice of chicken style,Chicken Pizza,Pronto Pizza,10036,0,25,NY,23.75
AVwdoRzR_7pvs4fz7xZR,2275 E Sunset Rd,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Las Vegas,US,us/nv/lasvegas/2275esunsetrd/404469493,36.071032,-115.121184,http://www.yellowpages.com/las-vegas-nv/mip/pizza-company-415038/menu?lid=415038,29.99,29.99,,2 XLarge Two Topping Pizza,Pizza Company,89119,0,25,NV,29.99
AVwc869XByjofQCxj-Nz,6501 E Greenway Pkwy,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Scottsdale,US,us/az/scottsdale/6501egreenwaypkwy/-384153775,33.624157,-111.942428,http://www.singlepage.com/humble-pie-14,13.95,13.95,Breaded chickenampcomma provoloneampcomma mozzarella and Parmesan blend,Chicken Parmesan Pizza,Humble Pie,85254,25,40,AZ,13.95
AVwePjAFkufWRAb5BOxR,6611 Clayton Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Saint Louis,US,us/mo/saintlouis/6611claytonrd/-772013484,38.634426,-90.314864,,22.2,22.2,Capersampcomma Kalamata olivesampcomma fresh mozzarella and tomato,Arugula Pizza,Katie's Pizzeria Cafe,63117,25,40,MO,23.4
AVwciqVMByjofQCxfZZq,8949 Bay Pkwy,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/8949baypkwy/998578138,40.595262,-74.000735,,8.0,8.0,,Mini Pizza,Pizza D'Amore,11214,0,25,NY,11.475
AV6fZ-dSa4HuVbedFhjQ,3800 N Mesa St Ste C9,"Restaurant,Pizza Place",Accommodation & Food Services,El Paso,US,us/tx/elpaso/3800nmesaststec9/574389522,31.787102,-106.505886,,7.49,7.49,,Cheese Pizza,The Healthy Pizza Company,79902,0,25,TX,7.99
AVzA3h7yLD2H7whiWGi5,4001A Queens Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Sunnyside,US,us/ny/sunnyside/4001aqueensblvd/-896426406,40.744174,-73.923884,,28.0,28.0,,Barbecue Chicken Pizza,Sunnyside Pizza,11104,0,25,NY,22.0
AVwcxkN8IN2L1WUfowcG,1116 Polk St,"Restaurant,Pizza Place Lower Nob Hill,Pizza Place",Accommodation & Food Services,San Francisco,US,us/ca/sanfrancisco/1116polkst/312440457,37.787076,-122.419947,,25.99,25.99,"Sauce, shrimp, claims, parsley, garlic.",Seafood Special Pizza,Mustafio's Pizza,94109,0,25,CA,22.99
AVzA38r3LD2H7whiWGsb,25 E Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Oyster Bay,US,us/ny/oysterbay/25emainst/617498545,40.872176,-73.529788,,11.99,11.99,,Cheese Pizzas,Nino's Pizza,11771,0,25,NY,11.99
AVweK6FdByjofQCxv42T,19300 Rinaldi St,"Restaurant,Pizza Place Porter Ranch,Counselor,Pizza Place,Healthcare Provider",Accommodation & Food Services,Northridge,US,us/ca/northridge/19300rinaldist/-695527346,34.273601,-118.554922,,11.5,11.5,Housemade marinara mozzarella all natural pepperoni smoked ham fennel sausage smoked bacon and fresh torn oregano,ZCarnivore Pizza,zPizza,91327,0,25,CA,10.5
AVwdg6J7kufWRAb56o5Y,2395 York Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Jamison,US,us/pa/jamison/2395yorkrd/-532601720,40.25933,-75.08487,,8.9,8.9,,Roasted Garlic Pizza,Randazzo's Pizza,18929,0,25,PA,10.75
AVwcuq6i_7pvs4fzyU5r,66 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Tuckahoe,US,us/ny/tuckahoe/66mainst/-1629988023,40.950061,-73.82671,,17.95,17.95,,Caprese Pizza,Villaggio's Pizza,10707,0,25,NY,17.95
AVwdN9xUIN2L1WUftdDt,1985 W Happy Valley Rd,"Restaurant,Pizza Restaurants,Pizza Place,Italian Restaurants",Accommodation & Food Services,Phoenix,US,us/az/phoenix/1985whappyvalleyrd/328058088,33.712927,-112.106657,,12.25,12.25,youre in for a medley of flavors including italian sausage pepperoni meatballs along with mixed bell peppers mushrooms onions black olives and mozzarella cheese simply put its great,Our Flagship Pizza,Streets of New York,85085,0,25,AZ,18.375
AVwdH1nYByjofQCxlupB,5618 Folsom Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Sacramento,US,us/ca/sacramento/5618folsomblvd/1112396794,38.558459,-121.438072,,13.0,13.0,Red sauce mozzarella Canadian bacon and pineapple Recommended on an original crust,Hawaiian Pizza Baking Required,Papa Murphy's,95819,0,25,CA,14.0
AWEKVgBvRxPSIh2RrOqJ,6 Glenwood Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Oneida,US,us/ny/oneida/6glenwoodave/1770159848,43.078273,-75.641838,,9.99,9.99,one large pizza with up to 6 toppings,Supreme Pizza,Little Caesar's Pizza,13421,0,25,NY,9.99
AWEKUydU3-Khe5l_edBW,5330 Salem Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Dayton,US,us/oh/dayton/5330salemave/1770159848,39.821965,-84.28839,,9.99,9.99,one large pizza with up to 6 toppings,Supreme Pizza,Little Caesar's Pizza,45426,0,25,OH,9.99
AVweZevG_7pvs4fzCnpB,2250 Harding Hwy,"Restaurant,Pizza Place",Accommodation & Food Services,Lima,US,us/oh/lima/2250hardinghwy/1770159848,40.730765,-84.064219,,5.0,5.0,pepperoni or cheese original round no limit carry out plus tax,HotNReady Large Pizza,Little Caesar's Pizza,45804,0,25,OH,7.495
AWEKTwbZa4HuVbedMB00,708a N Riverside Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Española,US,us/nm/española/708anriversidedr/1770159848,35.997199,-106.064588,,9.99,9.99,one large pizza with up to 6 toppings,Supreme Pizza,Little Caesar's Pizza,87532,0,25,NM,7.495
AVwd1MxmIN2L1WUfzmhz,2123 S Madison St,"Restaurant,Pizza Place",Accommodation & Food Services,Muncie,US,us/in/muncie/2123smadisonst/572757474,40.176175,-85.381678,,12.99,12.99,Mozzarellaampcomma Parmesanampcomma Romanoampcomma asiagoampcomma provolone and fontina cheeses and Italian herb seasonings,Tuscan 6 Cheese Pizza,Papa John's Pizza,47302,0,25,IN,12.99
AVyispSKl8hL2jjQyP_c,1209 N Wells St,"Restaurant,Pizza Place",Accommodation & Food Services,Chicago,US,us/il/chicago/1209nwellsst/209492430,41.904234,-87.634307,,11.0,11.0,Egg spinach onion artichoke roasted red peppers and goat cheese,Crust Free Pizza,The Happy Camper,60610,0,25,IL,11.0
AVwc34kZByjofQCxjHtt,40 N Market St,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Charleston,US,us/sc/charleston/40nmarketst/-875498636,32.781387,-79.928452,http://www.yellowpages.com/charleston-sc/mip/pizzeria-di-giovanni-15426006/menu,16.0,16.0,,Cheese Pizza,Pizzeria Di Giovanni,29401,0,25,SC,16.0
AVwcf90sIN2L1WUflncR,25101 N Lake Pleasant Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,Peoria,US,us/az/peoria/25101nlakepleasantpkwy/572757474,33.711567,-112.271371,,20.99,20.99,,Add To Large Pizzas,Papa John's Pizza,85383,0,25,AZ,20.99
AVwc-V-PByjofQCxkMSj,3306 Columbus St,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Grove City,US,us/oh/grovecity/3306columbusst/-870391269,39.88297,-83.0909,,11.05,11.05,"Ham, pepperoni, sausage, bacon",Meat Pizza,Tristano's Pizzeria,43123,0,25,OH,11.05
AVwdf0W5_7pvs4fz6d2T,3045 Columbia Blvd,Pizza Place,Accommodation & Food Services,Titusville,US,us/fl/titusville/3045columbiablvd/-66290238,28.55191646,-80.83984669,,16.0,16.0,,Deluxe Pizza,Pizzoni's,32780,0,25,FL,16.0
AVwcrS0bIN2L1WUfnqNx,1132 W Taylor St,Pizza Place,Accommodation & Food Services,Chicago,US,us/il/chicago/1132wtaylorst/1393138327,41.869442,-87.65549,,21.99,14.99,,Veggie Pizza,Sofia's Pizza,60607,0,25,IL,21.99
AVwcvDt2_7pvs4fzyZGZ,36 Main St,Pizza Place,Accommodation & Food Services,Lockport,US,us/ny/lockport/36mainst/1114137535,43.16955363,-78.69331602,,12.99,12.99,,White Pizza,Papa Leo's,14094,0,25,NY,13.49
AVwduBLvByjofQCxr3eQ,25 Bell Rock Plz,"Pizza,Food and Beverage,Pizza Place",Accommodation & Food Services,Sedona,US,us/az/sedona/25bellrockplz/109776493,34.787799,-111.76352,,20.95,20.95,,Chicken Barbeque Pizza,Famous Pizza,86351,0,25,AZ,14.725
AVweZoBR_7pvs4fzCo7H,1004 Willis Ave,Pizza Place,Accommodation & Food Services,Albertson,US,us/ny/albertson/1004willisave/548621485,40.77068239,-73.64815673,,14.5,14.5,Chicken cutlet sauteed mushrooms delicately seasoned in a marinara sauce.,Chicken Pizzaiolo,Vincents Italian Restaurant,11507,0,25,NY,14.5
AVwcoUKEkufWRAb5xT7m,5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/5201universitywayne/425351096,47.66671,-122.3134,http://www.citysearch.com/profile/menu/604208522?singlePlatformId=pizza-ragazzi,23.99,16.99,"Tossed dough with olive oil and roasted garlic, pesto, sun dried tomatoes, toasted red bell peppers, and a blend of feta and mozzarella cheeses. No pizza sauce",The Great Pesto Pizza,Pizza Ragazzi,98105,0,25,WA,21.99
AVwchrP4IN2L1WUfl6M6,170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Winchester,US,us/va/winchester/170delcoplz/968422682,39.159299,-78.15392581,,9.95,9.95,,Shrimp Scampi Pizza,Umberto's Pasta & Pizza,22602,0,25,VA,9.75
AVwc0yM5IN2L1WUfpTwF,40 Marrows Rd,Pizza Place,Accommodation & Food Services,Newark,US,us/de/newark/40marrowsrd/656590067,39.66441453,-75.72714048,,2.0,2.0,,Four Cheese Pizza,Pat's Pizza Family Restaurant (Pat'sPFR),19713,0,25,DE,2.0
AVwcfMKTByjofQCxex1J,515 S Oxford Valley Rd,Pizza Place,Accommodation & Food Services,Fairless Hills,US,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,40.1696206,-74.84914538,,6.25,6.25,With provolone cheese,Pizza Steak,Julio's Pizzeria,19030,0,25,PA,9.625
AVweGJI3ByjofQCxvOzc,1600 Altamont Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Schenectady,US,us/ny/schenectady/1600altamontave/-1513570604,42.782955,-73.94911,,13.0,5.25,,White Pizza,Cusato's Pizzeria & Deli,12303,0,25,NY,13.0
AVwcrS4vIN2L1WUfnqOX,2530 W Market St,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,York,US,us/pa/york/2530wmarketst/-79846487,39.94980118,-76.77790996,,6.25,6.25,,Pizza Steak,Genova's,17404,25,40,PA,6.25
AVzBBVnc3D1zeR_xBEnW,218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Philadelphia,US,us/pa/philadelphia/218marketst/-1287819806,39.949856,-75.144466,,3.75,3.75,Spicy pepperoni rounds on top of our original cheese pie,Pepperoni Pizza,Big Ass Slices,19106,0,25,PA,4.25
AVwdV0tTIN2L1WUfuyhc,430 SR436,"Restaurant,Pizza Place",Accommodation & Food Services,Casselberry,US,us/fl/casselberry/430sr436/-874863116,28.626213,-81.316351,,6.35,6.35,,Pizza1,Hungry Howie's Pizza,32707,0,25,FL,5.0
AVwctdpqByjofQCxhVLb,1560 Woodlane Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Saint Paul,US,us/mn/saintpaul/1560woodlanedr/55199082,44.926135,-92.965895,,7.95,7.95,,Ronnally's Dessert Pizza,Ronnallys Pizza,55125,0,25,MN,7.95
AVwdTXovkufWRAb54esB,104 Main St SW,Pizza Place,Accommodation & Food Services,Gainesville,US,us/ga/gainesville/104mainstsw/1739241181,34.299713,-83.826968,,19.99,13.49,,Greek Pizza,Atlas Pizza,30501,0,25,GA,19.99
AVwcuYDoByjofQCxhe88,3620 Route 378,Pizza Place,Accommodation & Food Services,Bethlehem,US,us/pa/bethlehem/3620route378/109805846,40.58204,-75.38794,,7.99,6.25,With mushrooms,Cheese Steak Pizzaiola,Mario's Pizza Cafe,18015,0,25,PA,5.5
AV1c1nlwIxWefVJweEC_,131 S Michigan St,"Restaurant,wich Place,Pizza Place",Accommodation & Food Services,South Bend,US,us/in/southbend/131smichiganst/-545402545,41.67531,-86.25064,,13.9,13.9,,Bbq Chicken Pizza,Bruno's Pizza Downtown,46601,0,25,IN,13.9
AVwcqb6OIN2L1WUfngXw,401 N Hickory Rd,"Restaurant,Pizza Place",Accommodation & Food Services,South Bend,US,us/in/southbend/401nhickoryrd/9135386,41.681091,-86.196514,,15.5,15.5,Six slices of thin crust pizza. Includes cheese.,Medium Pizza,Polito's Pizzeria,46615,25,40,IN,17.25
AVwc0unpByjofQCxil2A,6826 E Apple Ave,Pizza Place,Accommodation & Food Services,Muskegon,US,us/mi/muskegon/6826eappleave/-1506934477,43.23524318,-86.0767597,,5.8,5.8,"Sausage, pizza sauce, pepperoni",Pizza Sub,Mr. Scribs (Apple Ave.),49442,0,25,MI,5.8
AVwc-voX_7pvs4fz0_qr,41539 Kalmia St,Pizza Place,Accommodation & Food Services,Murrieta,US,us/ca/murrieta/41539kalmiast/613009433,33.56134,-117.2118886,,5.5,5.5,,"One Slice Pizza, Dinner Salad",Bob's Murrieta Pizza Co.,92562,0,25,CA,5.5
AVzY2tfbFcQ3k02bCQ1u,3406 Mcfarlin Blvd,"Pizza,Restaurant,Italian,Pizza Place,Greek",Accommodation & Food Services,Dallas,US,us/tx/dallas/3406mcfarlinblvd/-1640548851,32.844062,-96.787749,,16.0,16.0,,Breakfast Pizza,Olivella's,75205,25,40,TX,19.0
AVwd3qZ4IN2L1WUfz7gt,3131 Thatcher Ave,"Restaurant,Pizza Place",Accommodation & Food Services,River Grove,US,us/il/rivergrove/3131thatcherave/551311887,41.936525,-87.836006,,13.95,13.95,,"Gluten Free 10"" Personal Thin Crust Pizza",D'agostino's,60171,0,25,IL,12.45
AVwcr7NAByjofQCxhEUh,305 NW 85th St,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Seattle,US,us/wa/seattle/305nw85thst/-239826362,47.69063,-122.36106,http://www.singlepage.com/stacias,0.25,0.25,,Garlic Herb Pizza Crust,Stacia's Gourmet Pizza and Pasta,98117,0,25,WA,0.25
AVwdOESHIN2L1WUftePB,3457 Holdrege St,Pizza Place,Accommodation & Food Services,Lincoln,US,us/ne/lincoln/3457holdregest/-1479614743,40.82784079,-96.67026209,,11.29,11.29,,Mozzarella Cheese Pizza,Valentino's Grand Italian Buffet,68503,0,25,NE,14.34
AVzBDL8M-gnIPe8DSijn,759 E Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Mount Joy,US,us/pa/mountjoy/759emainst/-680376854,40.10937,-76.48603,,7.99,7.99,,M&M Pizza,DiMaria's Pizza & Italian Kitchen,17552,0,25,PA,8.25
AVwczyAfIN2L1WUfpIEm,32 Main St,Pizza Place,Accommodation & Food Services,Hamburg,US,us/ny/hamburg/32mainst/240908192,42.71509795,-78.83096409,,13.99,13.99,,Taco Pizza,Butera's,14075,0,25,NY,16.99
AVwdXZ8lByjofQCxoW02,6235 Goodrich Rd,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Clarence Center,US,us/ny/clarencecenter/6235goodrichrd/-473358438,43.016838,-78.637115,,27.55,27.55,"Garlic white sauce, cheese blend (mozzarella and cheddar) , spinach, red onion, mushroom, black olive, roasted garlic, canadian style bacon, italian sausage, cooked tomatoes, shredded parmesan, and olives oil",Sicilian Pizza,Clarence Pizza Company,14032,0,25,NY,27.55
AVwc5TOyByjofQCxjW1m,1642 Great Neck Rd,Pizza Place,Retail,Copiague,US,us/ny/copiague/1642greatneckrd/401165531,40.679253,-73.399055,,12.0,12.0,,Large Neapolitan Cheese Pizza,Albert's Pizza Shop,11726,0,25,NY,12.0
AVweAu0EByjofQCxufFr,999 W Montauk Hwy,Pizza Place,Accommodation & Food Services,West Babylon,US,us/ny/westbabylon/999wmontaukhwy/789385751,40.68544697,-73.35129982,,10.95,10.95,,Capri Pizza,Alitalia Pizzeria,11704,25,40,NY,11.95
AVzA2ikg-gnIPe8DSdel,73 Howells Rd,"Pizza Place,Catering,Restaurants",Accommodation & Food Services,Bay Shore,US,us/ny/bayshore/73howellsrd/954423372,40.73,-73.2603,,17.5,17.5,,Large Chicken Pizza,Joe's Pasta & Pizza,11706,0,25,NY,9.5
AVwcevbVIN2L1WUflZuz,6044 FM 3009,Pizza Place,Accommodation & Food Services,Schertz,US,us/tx/schertz/6044fm3009/-301231988,29.60487363,-98.27829212,,19.95,8.99,"Pepperoni, sausage, beef, canadian bacon.",Malto Meat Pizza,Goomba's Pizzeria,78154,0,25,TX,16.85
AVwcl-BAIN2L1WUfmuNt,225 Ashford Ave,Pizza Place,Accommodation & Food Services,Dobbs Ferry,US,us/ny/dobbsferry/225ashfordave/-43116121,41.01410201,-73.85829449,,11.95,11.95,,Eggplant Rollatini Pizza,San Gennaro Pizza and Pasta,10522,0,25,NY,11.95
AVwdMpHtkufWRAb53VID,1455 State Road 436,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Casselberry,US,us/fl/casselberry/1455stateroad436/569735235,28.6281513,-81.31848335,,13.95,13.95,,Anthony's Veggie Pizza,Anthony's NY Pizza,32707,25,40,FL,13.95
AVweHE_cIN2L1WUf2E1W,954 B St,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Hayward,US,us/ca/hayward/954bst/313425816,37.672714,-122.0834,http://www.singlepage.com/the-pizza-house,15.85,15.85,"Pepperoni, sausage, salami, mushrooms, bell peppers, onions and mozzarella",Pizza House Special,The Pizza House,94541,0,25,CA,15.85
AVwdAJhVkufWRAb51SN3,836 W Indiantown Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Jupiter,US,us/fl/jupiter/836windiantownrd/-251189155,26.93371897,-80.10878159,,17.95,17.95,,Pizza Ala Vodka,Zipz's NY Pizza & Italian,33458,25,40,FL,21.95
AVwdFqdy_7pvs4fz2IsQ,11020 Bollinger Canyon Rd,Pizza Place,Management of Companies & Enterprises,San Ramon,US,us/ca/sanramon/11020bollingercanyonrd/1848580038,37.77472567,-121.9239861,,15.99,15.99,,Small Pizza,Ascona Pizza Company,94582,0,25,CA,15.99
AVwd1-XzByjofQCxs_4b,540 S Elm St,"Restaurant,Pizza Place",Accommodation & Food Services,Waconia,US,us/mn/waconia/540selmst/2034639926,44.84391,-93.78664,,9.99,9.99,,Create Your Own Small Pizza,D'Vinci's,55387,0,25,MN,9.99
AVwdCsFXIN2L1WUfrmlS,905 E University Ave,Pizza Place,Accommodation & Food Services,Las Cruces,US,us/nm/lascruces/905euniversityave/1950791508,32.28395036,-106.7578957,,15.95,15.95,,Meat Lovers Pizza,Zeffiro New York Pizza,88001-5672,0,25,NM,15.95
AVwcoqoUByjofQCxgfpJ,16526 Keystone Blvd,Pizza Place,Accommodation & Food Services,Parker,US,us/co/parker/16526keystoneblvd/1104795536,39.53247862,-104.795301,,3.75,3.75,,Pizza By The Slice,Lil Ricci's,80134,0,25,CO,3.75
AVwc6iss_7pvs4fz0Ua0,90 New York 109,Pizza Place,Accommodation & Food Services,North Babylon,US,us/ny/northbabylon/90newyork109/262411919,40.70488084,-73.34823711,,4.25,4.25,,Pizza Bread,Villa Rosa Pizza,11703,0,25,NY,8.65
AVwdK1cv_7pvs4fz2-Vq,64 Manetto Hill Mall,Pizza Place,Accommodation & Food Services,Plainview,US,us/ny/plainview/64manettohillmall/1488987741,40.78569826,-73.47424446,,18.0,18.0,,Caruso Salad Pizza,Caruso's Pizza & Pasta,11803,0,25,NY,14.0
